,Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,neutral,weakneg,weakpos,strongpos,strongneg
4862,As IPO looms  Twitter mum on plan for profit,Orlando Sentinel,11/1/2013,415,,Twitter,Technology,1,6,4,0,0,1,0,0
4863,Twitter hitting market as IPO fever heats up,Orlando Sentinel,11/7/2013,509,If the initial public offering of Twitter had to be summed up in one of the company's famously pithy tweets  this would be it: The timing couldn't be better.,Twitter,Technology,2,5,4,4,0,3,1,1
4864,Twitter IPO's success could open floodgates,Orlando Sentinel,11/12/2013,432,,Twitter,Technology,2,3,4,2,0,0,2,0
4865,Twitter boosts IPO range amid strong investor demand-Reuters,PE Hub Network,11/4/2013,684,Twitter Inc raised the top end of the price range for its initial public offering by 25 percent and will close its books a day early  signaling strong demand for the most closely watched Silicon Valley debut since Facebook last ...,Twitter,Technology,1,2,4,1,0,6,1,0
4866,IPO: Twitter files plans to go public,Phoenix Business Journal Online,9/13/2013,172,Armed with a $9 billion valuation   Twitter Inc. says it has filed confidential paperwork to start down the path toward an initial public offering   The Wall Street Journal reports.,Twitter,Technology,1,6,4,0,0,0,0,0
4867,Twitter expected to make IPO filing public,Phoenix Business Journal Online,9/30/2013,110,Social media site Twitter Inc. will make public its filing for an initial public offering this week. Reuters reports the news site Quartz cited an anonymous source who is familiar with the micro-blogging site's plan. Twitter is expected to ...,Twitter,Technology,1,2,4,2,0,0,0,0
4868,Twitter IPO prices high at $26  raising $1.82B,Phoenix Business Journal Online,11/7/2013,174,Twitter said on Wednesday afternoon that it sold its first 70 million public shares of stock at $26  $1 above the upgraded range it set on Monday.,Twitter,Technology,2,5,4,2,0,2,0,0
4869,Roundup: Twitter sets $17 to $20 per share range for IPO; UPMC set to demolish Children's Hospital building; more,Pittsburgh Tribune-Review,10/25/2013,1048,Twitter sets $17 to $20 range for shares in IPO Twitter has set a price range of $17 to $20 per share for its much-anticipated initial public offering and says it could raise as much as $1.6 billion in the process. Twitter Inc. said in a ...,Twitter,Technology,1,6,4,4,0,0,0,2
4870,More talk of a Twitter IPO,Portland Business Journal Online,8/21/2013,96,The long-rumored Twitter IPO could come in the next few months   The New York Post reported Wednesday . The San Francisco-based microblogging network has held talks with underwriters -- the Post speculates JP Morgan Chase  Goldman Sachs   ...,Twitter,Technology,1,4,4,4,0,0,0,0
4871,Twitter announces IPO â in a tweet,Portland Business Journal Online,9/13/2013,142,"Twitter is finally going public after confidentially submitting an S-1 to the Securities and Exchange Commission for a planned IPO. The microblogging company announced the much-anticipated move in a tweet  this afternoon  saying ""This Tweet ...",Twitter,Technology,1,6,4,2,0,0,0,0
4872,Twitter negotiates supreme IPO bank rate fee,Portland Business Journal Online,10/14/2013,121,When you have leverage  use it. That's what Twitter is doing. For its IPO  the San Francisco social media firm has bank fees set at 3.25 percent of money raised  The Wall Street Journal reported  the lowest percent on a U.S.-listed IPO in ...,Twitter,Technology,1,2,4,2,0,1,1,0
4873,Twitter IPO target now tops $2B,Portland Business Journal Online,11/4/2013,124,Twitter  on Monday raised its IPO price targets  saying it could raise more than $2 billion when it goes public this week. The San Francisco micro-blogging service led by CEO  Dick Costolo  said that it now plans to sell 70 million shares ...,Twitter,Technology,1,2,4,2,0,0,0,0
4874,Upcoming Twitter IPO helps Tweeter stock rise ; The home-entertainment retailer sees its penny stock jump as 'somebody probably got confused.',Portland Press Herald,10/6/2013,315,NEW YORK- Tweeter Home Entertainment Group Inc.  the once- bankrupt home-entertainment retailer  surged 685 percent before trading was halted Friday as traders confused the company with the microblogging service Twitter Inc.,Twitter,Technology,1,1,4,0,0,1,0,6
4875,Briefcase ; Twitter's IPO / Earnings boost market / Fixed mortgage rates drop,Portland Press Herald,10/26/2013,443,Twitter sets IPO price range  says it could raise $1.6 billion Twitter set a price range of $17 to $20 per share for its much- anticipated initial public offering and says it could raise as much as $1.6 billion in the process.,Twitter,Technology,1,7,4,8,0,0,1,0
4876,ProfNet Experts Available on Twitter IPO  Dow Jones  Word-of-Mouth Marketing  More,PR Newswire,9/23/2013,2171,"Also in This Edition: Jobs for Writers and Media Industry Blog Posts 
  NEW YORK  Sept. 23  2013 /PRNewswire/ -- Below are experts from the ProfNet network that are available to discuss timely issues in your coverage area. If you are ...",Twitter,Technology,1,2,3,0,0,0,2,0
4877,Twitter CEO And Co-Founders Could Be Worth As Much As US$3.7 Billion From IPO,PR Newswire,10/4/2013,439,NEW YORK  Oct. 4  2013 /PRNewswire/ -- Twitter CEO Dick Costolo and two of its co-founders  Evan Williams and Jack Dorsey  could collectively be worth as much as US$3.7 billion after the company's IPO  according to a Wealth-X calculation ...,Twitter,Technology,1,6,3,8,0,1,1,0
4878,S&P Capital IQ Equity Research Issues Twitter Pre-IPO Report,PR Newswire,10/30/2013,1175,"Projects substantial revenue growth but operating profitability not expected through 2014 
  NEW YORK  Oct. 30  2013 /PRNewswire/ -- As the much-awaited IPO of Twitter fast approaches on or about November 7  S&P Capital IQ Equity ...",Twitter,Technology,1,4,3,2,0,2,0,0
4879,Twitter IPO Study: High Income Shoppers Earning Over $100K Ignore Social Media  Embrace Email Marketing According to Google Study by Software Entrepreneur Jack Born,PR Newswire,10/30/2013,549,In the buildup to the much anticipated Twitter public stock offering  marketing expert Jack Born weighs in on what this means for entrepreneurs  startups  and any business selling online.,Twitter,Technology,1,4,3,4,1,1,0,0
4880,IPO  Earnings & Corporate Developments: Twitter  Vale SA  OCZ Technology Group  Radian Group  Keryx Biopharmaceuticals,PR Newswire,11/8/2013,1351,NEW YORK  November 8  2013 /PRNewswire/ -- Market Buzz Report  one of the leaders in providing daily penny stocks alert  issues critical research analysis for Twitter Inc(NYSE:TWTR)  Vale SA (NYSE:VALE)  OCZ Technology Group ...,Twitter,Technology,2,6,3,2,0,0,0,2
4881,Twitter IPO stokes hot market Internet stocks,Press-Telegram,10/3/2013,177,SAN FRANCISCO â Internet stocks are heating up again  just as Twitter is preparing to turn up the temperature with its highly anticipated IPO.,Twitter,Technology,1,5,4,0,0,0,4,0
4882,SOCIAL MEDIA; Twitter unseals IPO papers  will raise $1B,Press-Telegram,10/4/2013,183,NEW YORK â Twitter has unsealed the documents for its planned initial public offering of stock and says it hopes to raise up to $1 billion. The company disclosed that it generated $317 million in revenue in 2012 and that it had more than 218 ...,Twitter,Technology,1,6,4,0,0,0,2,0
4883,SOCIAL MEDIA; Twitter looks to attract investors with IPO,Press-Telegram,10/5/2013,171,Twitter Inc.  racing toward the largest Silicon Valley IPO since Facebook Inc.'s 2012 coming-out party  hopes to woo investors with rip-roaring revenue growth despite having posted big losses over the past three years.,Twitter,Technology,1,7,4,4,2,2,2,1
4884,ipo BUZZ; Twitter gets âbuy' rating even before IPO listing,Press-Telegram,10/8/2013,170,Twitter Inc's share price could almost double in its first year as a listed company  a brokerage firm said  issuing a âbuyâ rating on the stock even before the online messaging service goes public.,Twitter,Technology,1,3,4,4,0,4,0,0
4885,social media; Twitter sets âmodest' valuation target for IPO,Press-Telegram,10/25/2013,178,,Twitter,Technology,1,6,4,0,0,0,2,0
4886,stock offering; Twitter sets IPO price at $26,Press-Telegram,11/7/2013,179,NEW YORK â Twitter has set a price of $26 for its initial public offering of stock  which means the company's shares can begin trading Thursday on the New York Stock Exchange.,Twitter,Technology,2,5,4,2,0,0,0,0
4887,Twitter IPO - ETX Capital Establishes Greymarket for the Social Networking Service,Professional Services Close-Up,9/24/2013,451,,Twitter,Technology,1,3,4,0,0,0,0,0
4888,PrivCo Predicts Twitter's IPO Date,Professional Services Close-Up,10/22/2013,356,PrivCo announced that its analysis uncovered that Twitter (PrivCo Private Company Ticker TWITINP) revealed a likely IPO date of November 15  in revisions to its SEC Form S-1 prospectus.,Twitter,Technology,1,3,4,4,0,0,0,0
4889,Twitter Inc Sorts Out Lock-Up Agreements Ahead Of Releasing IPO Plans-Reuters,Reuters,10/2/2013,209,Date Announced: 20131002 Reuters reported that Twitter Inc's bankers contacted early investors this week asking them to sign a 180-day lock-up agreement by October 02  2013 afternoon  showing the Company is moving swiftly toward its Initial ...,Twitter,Technology,1,4,1,4,0,2,0,0
4890,Twitter Inc Unveils IPO Filing; Aims To Raise $1 Billion-Reuters,Reuters,10/3/2013,47,Date Announced: 20131003 Reuters reported that Twitter Inc will seek to raise $1 billion in the IPO  according to an IPO filing made public on Thursday. Twitter intends to list common stock under the symbol 'TWTR'.,Twitter,Technology,1,5,1,1,0,1,0,0
4891,Twitter Inc Picks Nyse For IPO-Reuters,Reuters,10/15/2013,44,Date Announced: 20131015 Reuters reported that Twitter Inc is now expected to kick off its investor roadshow on October 28  2013 where it will pitch its offering to Wall Street before shares start trade in mid-November.,Twitter,Technology,1,3,1,0,0,0,0,0
4892,Twitter Inc Prices IPO At $17 To $20 A Share-Reuters,Reuters,10/24/2013,68,Date Announced: 20131024 Reuters reported that Twitter Inc said that it intends to sell 70 million shares priced between $17 and $20 in an Initial Public Offering (IPO) that will value the Company at as much as $10.9 billion. Twitter said it ...,Twitter,Technology,1,5,1,3,0,0,2,0
4893,Twitter Inc Boost IPO Range To $23 to $25 Per Share-Reuters,Reuters,11/4/2013,87,Date Announced: 20131104 Reuters reported that Twitter Inc on November 4  2013  boosted the price range for its initial public offering to $23 to $25 per share  as the microblogging network now seeks to raise up to $1.75 billion. The ...,Twitter,Technology,1,2,1,0,0,0,2,0
4894,Twitter Reports Legislative Risks/Opportunities Before IPO,Roll Call,10/21/2013,410,Those considering investing in the upcoming initial public offering of Twitter Inc. may find some risk in the long list of legislative bills of concern to Twitter.,Twitter,Technology,1,2,2,1,2,0,0,2
4895,Member of Congress Gained From Twitter IPO and Others,Roll Call,11/26/2013,371,A member of Congress has reported stock transactions in numerous initial public offerings this year  including Twitter Inc. two days after the House Ethics Committee issued a warning about IPO participation.,Twitter,Technology,2,3,2,0,0,0,1,0
4896,Twitter sets cautious target for IPO,Sacramento Business Journal Online,10/25/2013,99,Twitter has moved up its much-anticipated IPO to Nov. 6 and set the price range at $17 to $20  the Los Angeles Times and other news organizations are reporting this morning.,Twitter,Technology,1,6,4,2,2,0,0,0
4897,Twitter announces IPO plans in a tweet,San Antonio Business Journal Online,9/13/2013,121,Twitter has announced plans for an initial public offering of stock. Goldman Sachs will be the lead underwriter on the transaction  according to CNBC.  will be the lead underwriter on the transaction ,Twitter,Technology,1,6,4,0,0,1,0,0
4898,Twitter files for $1 billion IPO,San Antonio Business Journal Online,10/4/2013,164,In case you missed it  Twitter Inc. filed for a $1 billion initial public offering of stock on late Thursday   the San Francisco Business Times reported.,Twitter,Technology,1,6,4,0,2,0,0,0
4899,Twitter IPO valued at $14.2 billion (Video),San Antonio Business Journal Online,11/7/2013,148,Twitter Inc. is being valued at $14.2 billion after pricing its shares at $26   Bloomberg reports. The initial public offering of the social media web site has already turned its co-founders into billionaires. Evan Williams  the largest ...,Twitter,Technology,2,5,4,0,0,0,4,0
4900,What Twitter's IPO will mean to San Francisco,San Francisco Business Times Online,11/8/2013,2116,From overnight sensation to political lightning rod  Twitter has rarely been far from San Francisco's headlines since it inked the lease deal that truly marked the start of the Mid-Market resurgence.,Twitter,Technology,2,6,2,2,1,2,3,0
