,Text,Label,Label180
4942,"General Motors Co. stock should sell for $26 to $29 a share in an initial public offering that could happen in mid-November, two people briefed on the matter said Monday.",Positive,Negative
4943,"Amid more signs of recovery in the U.S. auto industry, General Motors Co. detailed plans to sell shares on the stock market that would sharply reduce the U.S. government's stake in the nation's largest automaker.",Positive,Negative
4944,"LOS ANGELES AND NEW YORK General Motors Co. is set to reemerge as a public company this week in one of the year's hottest initial public stock offerings, but many American taxpayers who helped rescue the company won't be going ...",Positive,Negative
4946,"US car group General Motors (GM) has mandated a line-up of ten prominent investment banks to manage its initial public offering (IPO), according to its filing with the US Securities and Exchange Commission submitted ...",Positive,Negative
4948,"SAN FRANCISCO (MarketWatch) -- General Motors Co. filed Wednesday for a long-awaited public offering that will take its place among the biggest IPOs in history, and set the stage for the U.S. government to exit the car business.",Positive,Negative
4949,SAN FRANCISCO (MarketWatch) -- Investors thinking about getting in on General Motors' initial public offering may want to check the bond market before buying.,Positive,Negative
4950,"MARKETWATCH FRONT PAGE The second-biggest IPO in U.S. history is finally winding its way toward Wall Street, and while the road ahead is fraught with hazards, some analysts still see big potential in a rebuilt General Motors.",Positive,Negative
4951,"NEW YORK (MarketWatch) -- Taxpayers are likely to lose out on the initial public offering of General Motors Co. stock, according to a report published Saturday.",Positive,Negative
4952,"HONG KONG (MarketWatch) â€” SAIC Motor Corp., China's biggest auto maker, is considering buying an equity interest in General Motors Co. this fall, according to a report.",Positive,Negative
4953,"NEW YORK (MarketWatch) â€” The looming General Motors Co. initial public offering isn't just a chance for the automaker to sell itself to investors, it's a chance for Wall Street to prove itself.",Positive,Negative
4954,"SAN FRANCISCO (MarketWatch) â€” General Motors Co. is reportedly looking to sell $10 billion in common stock when it launches its initial public offering, which is expected to take place later this month.",Positive,Negative
4955,"SAN FRANCISCO (MarketWatch) â€” General Motors Co. on Wednesday set the stage for its long-awaited return to the marketplace, announcing plans to offer investors $13 billion in common and preferred shares.",Positive,Negative
4956,"SAN FRANCISCO (MarketWatch) â€” General Motors Co. on Wednesday posted a third-quarter profit of $2 billion, scoring another key selling point as the auto giant works to whip up investor appetite for its public offering.",Positive,Negative
4957,"SAN FRANCISCO (MarketWatch) â€” General Motors Co. will increase the size of its public offering by 30% to 478 million shares, The Wall Street Journal reported late Tuesday, citing unidentified people familiar with the matter.",Positive,Negative
4958,"SAN FRANCISCO (MarketWatch) â€” General Motors Co. priced its initial public offering late Wednesday at the high end of the estimated range, setting the stage for the auto maker's historic return to the stock market in the wake of its ...",Positive,Negative
4959,"NEW YORK (MarketWatch) â€” General Motors Co. shares rose in their stock market debut Thursday, the second-richest initial public offering in U.S. history, just 18 months after the auto maker's shares were delisted during the throes of ...",Positive,Negative
4960,SAN FRANCISCO (MarketWatch) â€” General Motors Co. said Friday that its public offering grew to $23.1 billion after underwriters exercised their rights to buy a big chunk of the auto maker's stock.,Positive,Negative
4961,"LOS ANGELES (MarketWatch) â€” When General Motors Co. went public again last month and GM executives rang the opening bell on the NYSE, many Americans rejoiced in the fact that the auto maker was back.",Positive,Negative
4963,It's a Swiss miss. UBS was booted from a coveted - and profitable - spot as one of the banks handling the high-profile initial public offering of General Motors after an employee at the Zurich-based bank sent an unauthorized e-mail to ...,Positive,Negative
4964,Tens of thousands of average investors may get shut out of the eagerly awaited $13 billion General Motors stock offering next week because of the errant e-mail sent by an employee of Swiss banking giant UBS that got the firm bounced from ...,Positive,Negative
4965,"The closely watched public offering of Harrah's Entertainment, the huge but debt-laden casino chain, is not going as planned. ""It is fair to say we're struggling to get to the finish line,"" a source in the process told ...",Positive,Negative
4966,"American taxpayers, start your engines! Nearly a year and a half after General Motors was racing toward utter collapse - a smash-up staved off by a $49.5 billion taxpayer bailout - the Detroit car company is revving up a return to the public ...",Positive,Negative
4967,"While LPL Investment Holdings, a little known network of independent brokers, got out-hyped by GM yesterday - both companies' trading debuts - the fast-growing Boston company certainly outperformed the carmaker.",Positive,Negative
4968,"GM's cars are going to have to perform a heck of a lot better than its shares did yesterday. After rolling out one of the most hyped initial public offerings ever on Wall Street, General Motors' shares got off to a sputtering ...",Positive,Negative
4969,"General Motors' announcement of an initial public stock offering, little more than a year after its near-death experience, is an auspicious development for taxpayers.",Positive,Negative
4970,"ROBERT SIEGEL, host: I looked up some companies that made initial public offerings of stock a couple of weeks ago. There was Gordmans Stores - it's a chain of discount department stores in the Midwest, based in Omaha - and Ambow ...",Positive,Negative
4971,"STEVE INSKEEP, host: Now, there's a good chance you missed a remarkable financial document that was released this week. It's the General Motors Prospectus.",Positive,Negative
4972,"STEVE INSKEEP, host: NPR's business news starts with a General Motors IPO. (Soundbite of music) INSKEEP: Investors are awaiting the big public offering of General Motors stock on Thursday. And apparently demand is so high for a piece of ...",Positive,Negative
4973,"General Motors Co. filed to become a publicly traded company again, the first step in its plan to sell stock that would pay back billions of dollars of taxpayer support that allowed the automaker to rebuild itself after years of devastating ...",Positive,Negative
4974,"General Motors Co. filed to become a publicly traded company again, the first step in its plan to sell stock that would pay back billions of dollars of taxpayer support that allowed the automaker to rebuild itself after years of devastating ...",Positive,Negative
4975,"Jenner & Block and Davis Polk & Wardwell, two firms with longtime General Motors connections, will be handling the legal work on the automaker's highly anticipated initial public offering, according to a Securities and Exchange ...",Positive,Negative
4976,"General Motors Co.'s $26.3 billion unfunded pension liability is unlikely to affect its upcoming IPO, rating agency analysts say. â€œEvery automaker has underfunded pensions,â€ David Whiston, an equity analyst with Morningstar Inc., Chicago, ...",Positive,Negative
4977,General Motors Co. said Friday that its public offering grew to $23.1 billion after underwriters exercised their rights to buy a big chunk of the automaker's stock.,Positive,Negative
